city,geo_location,working_age_population,employed_population,unemployed_population,employment_rate,avg_annual_income,median_annual_income
Jeddah,"21.45534372951011, 39.234214587456385",1359,1285,74,94.6,101489.98,86895.62
Jeddah,"21.456619931951682, 39.23833426422544",3088,2450,638,79.3,46455.77,32335.86
Jeddah,"21.456835214088073, 39.24056723785273",1732,1075,657,62.1,48267.27,97908.64
Jeddah,"21.45490159487299, 39.24146862836199",2618,1863,755,71.2,72217.54,32344.75
Jeddah,"21.458053456199398, 39.24844741911147",2862,2342,520,81.8,112192.45,46675.9
Jeddah,"21.45733952884024, 39.251057355374286",852,573,279,67.3,36101.56,60653.43
Jeddah,"21.459649568889663, 39.1513701788673",2970,2283,687,76.9,85543.85,75038.55
Jeddah,"21.45892573356831, 39.15416201158814",1890,1636,254,86.6,75132.66,95017.08
Jeddah,"21.458036565846765, 39.15668959834544",2348,1674,674,71.3,98805.19,62573.43
Jeddah,"21.459492802770747, 39.1604713409435",1575,1454,121,92.3,58953.33,88906.93
Jeddah,"21.460667018918215, 39.16379941077767",2752,2564,188,93.2,94331.15,36632.13
Jeddah,"21.459932816614486, 39.166618084202675",3851,2727,1124,70.8,54454.75,54947.94
Jeddah,"21.45802644942797, 39.17020657424365",1527,1106,421,72.4,96129.96,98079.33
Jeddah,"21.458047403872513, 39.1734510039207",2017,1688,329,83.7,115676.44,66274.56
Jeddah,"21.459098962948794, 39.17857658405959",1398,1319,79,94.4,62466.81,80421.05
Jeddah,"21.45806857039041, 39.181252628883655",3481,3116,365,89.5,86301.22,97699.89
Jeddah,"21.46069613180848, 39.18455800412912",3696,2363,1333,63.9,79253.18,96379.53
Jeddah,"21.461639093463997, 39.185094732381444",3920,3621,299,92.4,104609.44,52027.2
Jeddah,"21.458385255561005, 39.188595589942956",2572,1971,601,76.7,56220.75,46255.64
Jeddah,"21.45876772822797, 39.19343915727494",2210,1383,827,62.6,74095.5,50079.44
Jeddah,"21.461260857562856, 39.19573596561337",2522,1949,573,77.3,38151.56,55778.85
Jeddah,"21.45958758568999, 39.19949220633386",3507,2612,895,74.5,108581.02,99293.33
Jeddah,"21.459624109639496, 39.20359334206312",837,786,51,94.0,81290.67,65280.34
Jeddah,"21.46196093212656, 39.205570095677174",1658,1570,88,94.7,108055.89,45633.76
Jeddah,"21.46073616650188, 39.211391468408124",2577,1838,739,71.3,40145.26,83158.15
Jeddah,"21.460614942878237, 39.21476620996942",2110,1642,468,77.8,71407.72,47403.69
Jeddah,"21.46103834340071, 39.215040668688374",3362,2369,993,70.5,98371.38,54087.18
Jeddah,"21.45951705608896, 39.220210805758114",1630,1370,260,84.1,107599.37,84419.8
Jeddah,"21.458224459756515, 39.221371134023954",3167,2067,1100,65.3,60555.53,98009.81
Jeddah,"21.458685534300884, 39.226666100239115",2272,1473,799,64.8,100391.08,61644.92
Jeddah,"21.45973563860789, 39.231137505243154",2188,1371,817,62.7,108403.91,91165.28
Jeddah,"21.460263426511805, 39.23476517458679",3759,2874,885,76.5,80089.61,96688.53
Jeddah,"21.458381447341885, 39.23677930340923",1346,997,349,74.1,80510.23,30528.94
Jeddah,"21.45817020703047, 39.23884566822354",3420,2294,1126,67.1,49125.98,48854.05
Jeddah,"21.461472467562327, 39.24488355056147",3573,3067,506,85.9,112179.74,62479.11
Jeddah,"21.45990200115058, 39.24485291454964",2346,1498,848,63.9,79653.45,77020.31
Jeddah,"21.458297392239704, 39.251702339240325",3965,2602,1363,65.6,114022.2,65787.42
Jeddah,"21.46493057993679, 39.15025403945619",3388,2480,908,73.2,114519.62,97100.84
Jeddah,"21.461464940453943, 39.15504839877835",1827,1404,423,76.8,96483.82,42590.43
Jeddah,"21.462591272106238, 39.15851254342617",1683,1382,301,82.1,37089.76,77917.09
Jeddah,"21.46368147774967, 39.16100901787939",2211,1830,381,82.8,58724.28,69218.65
Jeddah,"21.464184178933127, 39.16292651741492",2618,2259,359,86.3,94080.46,58924.57
Jeddah,"21.461641083299096, 39.16531646766952",1193,954,239,80.0,108764.21,94260.47
Jeddah,"21.462295222110548, 39.17133860224037",3301,2159,1142,65.4,96531.84,96599.57
Jeddah,"21.4628899597628, 39.174919436401346",1169,1017,152,87.0,95581.6,42299.07
Jeddah,"21.46266025269182, 39.177689103724745",3674,2491,1183,67.8,78386.44,78804.46
Jeddah,"21.461893135710273, 39.181953911831656",3930,3731,199,95.0,68299.39,54396.23
Jeddah,"21.46422998761371, 39.183336504739884",3606,2895,711,80.3,108741.02,36635.52
Jeddah,"21.465230626643073, 39.18488145239446",2855,2073,782,72.6,64046.71,49474.33
Jeddah,"21.463081686344704, 39.19135469863045",3008,2450,558,81.5,62055.3,92827.87
Jeddah,"21.46269570431923, 39.194409355946796",1779,1120,659,63.0,100094.92,33581.62
Jeddah,"21.46515276692099, 39.1962534788639",1751,1263,488,72.2,54095.93,44211.77
Jeddah,"21.464427552997858, 39.198118502635786",1449,1125,324,77.7,71642.86,43354.88
Jeddah,"21.462426641447845, 39.20530367684714",3535,2495,1040,70.6,87051.72,51584.62
Jeddah,"21.463295747157773, 39.20608991145749",2629,2110,519,80.3,99175.76,96585.6
Jeddah,"21.465097904713215, 39.20972739178496",2275,1717,558,75.5,71263.75,85524.4
Jeddah,"21.464052112765685, 39.21397602096339",3192,2712,480,85.0,90610.78,36466.5
Jeddah,"21.46167610980388, 39.21714113022771",1405,1226,179,87.3,102469.28,34177.78
Jeddah,"21.46452555402854, 39.22085243413071",2511,1658,853,66.0,80891.05,93505.61
Jeddah,"21.461661485372023, 39.2219502171888",2085,1532,553,73.5,116635.33,44722.89
Jeddah,"21.464180041952446, 39.22720227019452",2595,1908,687,73.5,93243.91,66669.61
Jeddah,"21.464291954489237, 39.22926671291472",3004,1986,1018,66.1,36724.2,41899.89
Jeddah,"21.461759537004177, 39.23135411422282",2280,1802,478,79.1,50052.94,71858.94
Jeddah,"21.462566403153875, 39.23610633665605",3466,2855,611,82.4,68580.12,95303.6
Jeddah,"21.462412399106288, 39.238530028017976",3521,2375,1146,67.5,52793.66,57763.8
Jeddah,"21.462082900467443, 39.24312870804142",1799,1089,710,60.6,82099.28,57121.14
Jeddah,"21.463552293335766, 39.246298843367",1222,933,289,76.4,98258.68,97721.31
Jeddah,"21.461438380949385, 39.24941565714938",1423,1109,314,78.0,36213.93,96127.75
Jeddah,"21.465038923708505, 39.15039217519118",3671,3346,325,91.2,61485.7,33437.1
Jeddah,"21.465964387988954, 39.152874285002916",1963,1715,248,87.4,91736.68,49690.14
Jeddah,"21.46583405607185, 39.15621786490418",1130,927,203,82.1,71814.11,99911.79
Jeddah,"21.46500546473438, 39.161604544179426",1840,1653,187,89.9,95125.98,90091.33
Jeddah,"21.468287496963917, 39.16524602558939",3584,2193,1391,61.2,115136.73,34274.42
Jeddah,"21.466954508389662, 39.16534499836023",3624,2298,1326,63.4,70024.13,83802.24
Jeddah,"21.46618959476062, 39.16855536023584",2567,1700,867,66.3,98897.7,40057.41
Jeddah,"21.465871191728166, 39.173305829102176",1922,1397,525,72.7,62043.07,35065.94
Jeddah,"21.464919735267774, 39.17640537174371",3872,2326,1546,60.1,89031.18,61760.04
Jeddah,"21.466351076025756, 39.17993692525574",2349,1534,815,65.3,111080.48,54639.67
Jeddah,"21.464974352112247, 39.18234013228449",3928,3508,420,89.3,88877.66,65801.51
Jeddah,"21.465653026940053, 39.187166801417746",2958,2216,742,74.9,38092.73,81178.0
Jeddah,"21.46704189225882, 39.18878219289952",3970,2958,1012,74.5,38719.56,76187.7
Jeddah,"21.46509455613699, 39.19255196531634",1046,694,352,66.4,68104.61,30428.91
Jeddah,"21.468461960516244, 39.19599553552791",2515,2029,486,80.7,89157.09,60953.83
Jeddah,"21.467147435418163, 39.20121630584783",3308,2749,559,83.1,51936.39,88051.79
Jeddah,"21.46598483353178, 39.20267227822832",3356,2138,1218,63.7,104940.25,56581.44
Jeddah,"21.46792856854668, 39.20810470053507",1349,1235,114,91.6,58583.78,97508.27
Jeddah,"21.468563568172684, 39.208544497886315",2505,1843,662,73.6,76786.55,68104.32
Jeddah,"21.465949327288165, 39.21512244902139",2108,1992,116,94.5,109259.43,45459.42
Jeddah,"21.465470072621475, 39.21592339979145",1404,1289,115,91.8,71598.75,33918.48
Jeddah,"21.468524965159045, 39.22187490088699",1527,1403,124,91.9,58273.47,92783.69
Jeddah,"21.465832459272985, 39.224113164404024",3971,3112,859,78.4,51578.58,48625.37
Jeddah,"21.466630695918234, 39.22697018379316",1841,1650,191,89.6,36188.8,35338.52
Jeddah,"21.465636363853786, 39.2295042212093",1077,888,189,82.5,36301.49,62483.83
Jeddah,"21.467932644728396, 39.232905073852294",1502,1225,277,81.6,66863.31,41825.15
Jeddah,"21.465122217961113, 39.23692206870118",3508,2913,595,83.1,119189.91,74708.58
Jeddah,"21.467035574803667, 39.240182516341804",3868,2361,1507,61.1,71180.07,61115.46
Jeddah,"21.467393517199184, 39.24353372996132",1834,1447,387,78.9,54888.72,45566.27
Jeddah,"21.46847868511261, 39.246513155558006",1615,1407,208,87.2,77467.36,35640.53
Jeddah,"21.46750013487169, 39.249753819817236",2664,2134,530,80.1,61927.1,47882.74
Jeddah,"21.46916532483194, 39.1507713411173",1070,705,365,66.0,113124.37,90645.63
Jeddah,"21.471275862272016, 39.154515960677315",3646,2399,1247,65.8,99068.16,70529.29
Jeddah,"21.46963656636098, 39.15666387952782",1441,867,574,60.2,101555.24,65535.17
Jeddah,"21.470533344158614, 39.15896808467068",3550,3248,302,91.5,41139.12,85029.69
Jeddah,"21.47063465187413, 39.164194278898535",1541,950,591,61.7,84853.34,99958.55
Jeddah,"21.47115630705288, 39.16496252720899",2250,1459,791,64.9,106803.16,91105.76
Jeddah,"21.471962802457746, 39.16991693879909",3042,1829,1213,60.1,117636.09,41054.59
Jeddah,"21.469603220389317, 39.17335978390545",3287,2467,820,75.1,63403.97,33184.09
Jeddah,"21.47168156873791, 39.177433502130256",2141,1853,288,86.6,75564.25,45958.11
Jeddah,"21.47017458081355, 39.18116288366819",3718,2407,1311,64.8,98736.03,72010.01
Jeddah,"21.469438117972064, 39.18491533939477",1748,1591,157,91.1,60104.44,33792.39
Jeddah,"21.470147623944097, 39.18721938813471",3618,3121,497,86.3,66056.85,81930.84
Jeddah,"21.468339927736203, 39.19107581619168",1489,1146,343,77.0,86030.1,86985.87
Jeddah,"21.470630406578323, 39.19275336861113",1781,1418,363,79.6,77995.41,49720.01
Jeddah,"21.47058799939193, 39.19484385344078",993,859,134,86.6,114187.51,98103.76
Jeddah,"21.471934432823808, 39.20070988758346",3581,3201,380,89.4,75955.66,57508.92
Jeddah,"21.4695984709849, 39.20434406444425",1852,1247,605,67.4,84642.72,48621.2
Jeddah,"21.471862867110854, 39.20638848884222",3795,3023,772,79.7,65290.8,66718.16
Jeddah,"21.468042191091136, 39.20903495348161",1582,1073,509,67.9,37235.54,58762.08
Jeddah,"21.4700427049621, 39.21340852440073",1843,1635,208,88.7,59435.99,58802.53
Jeddah,"21.470322073182096, 39.21696760825975",1806,1607,199,89.0,85216.56,33276.55
Jeddah,"21.46978311420602, 39.21956453667471",2107,1863,244,88.4,63279.49,34005.83
Jeddah,"21.47108936892985, 39.2236876931595",1915,1777,138,92.8,78448.39,64690.43
Jeddah,"21.470001863126477, 39.22604653621706",1233,884,349,71.7,37357.2,52046.72
Jeddah,"21.4680982506121, 39.22841819743202",3081,1983,1098,64.4,52969.31,64175.86
Jeddah,"21.469663901714103, 39.235180244796055",1229,762,467,62.1,39418.79,47719.43
Jeddah,"21.468464277351835, 39.23842937129925",1853,1416,437,76.5,93724.16,69760.01
Jeddah,"21.468566700707324, 39.23924756137559",3633,2270,1363,62.5,45614.31,95775.87
Jeddah,"21.469821330540903, 39.24216080263817",3725,2247,1478,60.3,52034.79,47934.01
Jeddah,"21.469931703995115, 39.24657131679151",2415,1895,520,78.5,110621.48,78146.41
Jeddah,"21.46975266375309, 39.2507870530621",2970,2193,777,73.9,92307.72,64073.43
Jeddah,"21.472608971230205, 39.14920105633273",1652,1268,384,76.8,101362.31,71921.29
Jeddah,"21.47457407708101, 39.151793674400125",2458,1799,659,73.2,35417.53,39457.04
Jeddah,"21.47473005336552, 39.157258546335775",2412,1766,646,73.2,39934.33,50452.91
Jeddah,"21.474041890664896, 39.1586574163714",2724,1885,839,69.2,47578.28,69083.02
Jeddah,"21.475268935215684, 39.162308985119545",3025,1816,1209,60.1,72090.3,71594.84
Jeddah,"21.47203114626463, 39.165307209511525",2852,2349,503,82.4,65225.17,90031.15
Jeddah,"21.473572729143292, 39.17183385048694",2985,2499,486,83.7,84778.57,49742.75
Jeddah,"21.472260755522978, 39.172953523078455",2053,1386,667,67.6,56000.66,55551.09
Jeddah,"21.47207114043394, 39.1772285821733",2447,1483,964,60.6,68653.52,84190.86
Jeddah,"21.47306187114305, 39.17811676909737",2145,1649,496,76.9,72498.34,39267.9
Jeddah,"21.47378976108282, 39.18212263107646",2563,1913,650,74.7,59621.87,69124.37
Jeddah,"21.473702145966776, 39.18622200978809",1010,682,328,67.6,97948.05,59914.76
Jeddah,"21.47415227579717, 39.18882313791747",2439,1864,575,76.4,40907.29,52056.92
Jeddah,"21.474342635314773, 39.19456825248786",1871,1668,203,89.2,82045.42,47394.55
Jeddah,"21.47158358833921, 39.195073674861575",1799,1386,413,77.1,110344.51,40971.24
Jeddah,"21.474821250653374, 39.19874783934253",2910,1980,930,68.1,87128.5,30799.68
Jeddah,"21.47263727297973, 39.203163535022156",3356,2909,447,86.7,65421.18,71959.09
Jeddah,"21.47238274691514, 39.20811721285649",1355,1164,191,85.9,110010.12,57799.21
Jeddah,"21.473444193411844, 39.210556434342664",2937,2433,504,82.9,118443.19,43174.42
Jeddah,"21.473721216650464, 39.21377856701789",3257,2872,385,88.2,106118.01,91576.48
Jeddah,"21.473681352191594, 39.21605836521641",1988,1683,305,84.7,37566.59,35886.11
Jeddah,"21.47471540454401, 39.220469450717346",3337,2947,390,88.3,76550.99,80386.56
Jeddah,"21.474588286350375, 39.22415728677712",2664,2510,154,94.2,58148.44,64261.09
Jeddah,"21.472523112672132, 39.22712460472952",3552,3212,340,90.4,73209.87,62424.88
Jeddah,"21.471672341207825, 39.2285357910786",1928,1670,258,86.6,115984.97,32789.58
Jeddah,"21.47180477994398, 39.23255485334348",2508,1907,601,76.1,40767.43,51702.11
Jeddah,"21.472065511406658, 39.23744041283353",2394,2254,140,94.2,63593.32,63549.24
Jeddah,"21.47337663281128, 39.23967295642485",2646,1803,843,68.2,67720.41,84585.67
Jeddah,"21.47188480252747, 39.24286817318468",928,772,156,83.2,100731.77,47557.26
Jeddah,"21.472076348130503, 39.2472086732349",2205,1685,520,76.5,112224.51,58102.61
Jeddah,"21.47410706503945, 39.25058104038032",3787,3041,746,80.3,113413.6,66322.22
Jeddah,"21.478666264876917, 39.15021965030333",3854,2339,1515,60.7,103880.43,79403.32
Jeddah,"21.476625234771436, 39.15189451947372",2835,2659,176,93.8,61670.57,73742.97
Jeddah,"21.47592498672531, 39.15647067054965",1938,1766,172,91.2,37694.25,89884.09
Jeddah,"21.47488111171719, 39.159436156688685",1461,1288,173,88.2,111316.63,65200.19
Jeddah,"21.47470500042492, 39.161879472191984",2873,2182,691,76.0,73583.48,34784.81
Jeddah,"21.47792753042928, 39.16852198302433",3744,2802,942,74.9,113471.76,71173.55
Jeddah,"21.47668841874559, 39.16997987939147",2385,1698,687,71.2,74320.48,46211.95
Jeddah,"21.477405453348908, 39.172995855074426",1812,1282,530,70.8,40962.27,32243.47
Jeddah,"21.47802623387507, 39.17662146471442",3003,2704,299,90.1,72370.57,68915.22
Jeddah,"21.47499734916981, 39.178123442822574",3724,2781,943,74.7,114308.79,37726.35
Jeddah,"21.47771089314085, 39.18250169297156",1395,1024,371,73.5,103783.44,78596.73
Jeddah,"21.47576607833976, 39.18681710113949",3049,2717,332,89.1,82024.31,40049.95
Jeddah,"21.475339502576414, 39.189829285549095",3954,3184,770,80.5,45001.81,89464.73
Jeddah,"21.477636739674384, 39.19439701155311",3905,3111,794,79.7,89513.75,67381.96
Jeddah,"21.47686557140482, 39.195119510647835",2303,2116,187,91.9,48991.42,70421.64
Jeddah,"21.475123493272104, 39.20110045211146",3559,2860,699,80.4,88084.25,58303.42
Jeddah,"21.477959797898656, 39.202800780421754",3413,2680,733,78.5,43493.25,78698.19
Jeddah,"21.47795711037785, 39.20483310875574",3574,3394,180,95.0,101162.88,91296.75
Jeddah,"21.477542587631188, 39.21018541309889",1591,1213,378,76.3,54287.33,79431.01
Jeddah,"21.478625769578173, 39.21174299908884",1939,1308,631,67.5,111432.11,44224.13
Jeddah,"21.477986949532838, 39.217672048645646",2969,2114,855,71.2,83066.26,97966.0
Jeddah,"21.475857502407077, 39.22199725067711",889,686,203,77.3,45476.88,82596.32
Jeddah,"21.47646559603799, 39.222727641240624",1846,1272,574,68.9,95348.84,89317.64
Jeddah,"21.477933581007132, 39.2264229462802",1909,1646,263,86.2,35192.66,34137.69
Jeddah,"21.478642497403943, 39.23110252659952",3807,2646,1161,69.5,101669.23,55871.41
Jeddah,"21.475614450888134, 39.234576144200695",984,641,343,65.2,100809.16,99639.71
Jeddah,"21.477018362254572, 39.236069190031124",1008,861,147,85.4,61549.63,84285.12
Jeddah,"21.477509682504643, 39.24053108252371",2620,2276,344,86.9,86617.71,41123.48
Jeddah,"21.47533059313743, 39.241890273197036",2483,1945,538,78.3,48712.93,81308.35
Jeddah,"21.475493145291413, 39.245494437549674",2861,2379,482,83.2,63066.13,85442.05
Jeddah,"21.474904098001225, 39.24940326191581",1430,1084,346,75.9,52521.27,48716.45
Jeddah,"21.47912434007516, 39.15015507418419",3211,2725,486,84.9,83936.47,81859.61
Jeddah,"21.47929461446342, 39.15414954838035",1411,1289,122,91.4,66860.89,85787.36
Jeddah,"21.47915733297386, 39.15573603893178",3429,3161,268,92.2,75837.45,43643.43
Jeddah,"21.481432067379785, 39.161941953209045",2483,1844,639,74.3,105040.83,52519.2
Jeddah,"21.480717197263694, 39.16171423398859",1929,1458,471,75.6,114870.12,65611.04
Jeddah,"21.481851087979976, 39.167809430859826",2690,2401,289,89.3,94690.95,95801.42
Jeddah,"21.48167507484732, 39.17196994490258",3777,2587,1190,68.5,91680.13,93685.04
Jeddah,"21.481468190361735, 39.171840886007786",1045,934,111,89.4,62422.23,98174.32
Jeddah,"21.481464315179966, 39.175665375634416",3850,3247,603,84.4,65141.53,79976.29
Jeddah,"21.480845579395357, 39.181313927210795",1025,900,125,87.9,93922.17,64689.57
Jeddah,"21.48104589434992, 39.18403827154813",1293,1028,265,79.5,51578.36,58091.15
Jeddah,"21.47995783490366, 39.18697636878388",3945,3244,701,82.2,75414.43,94987.06
Jeddah,"21.47907486860835, 39.189656900357456",3669,2227,1442,60.7,40207.74,94730.71
Jeddah,"21.479807966890203, 39.19386784438674",2234,1635,599,73.2,102427.77,33271.9
Jeddah,"21.481520500325228, 39.19503904580284",1295,868,427,67.0,43466.22,77745.41
Jeddah,"21.48006245388835, 39.19911290275141",2824,2153,671,76.3,47551.05,84348.77
Jeddah,"21.481745344456353, 39.20280961802963",802,604,198,75.3,119202.07,91694.25
Jeddah,"21.481801016315462, 39.205975823787306",3157,2991,166,94.8,97473.46,62809.92
Jeddah,"21.47800989234057, 39.21109654116175",2598,1949,649,75.0,98009.58,52805.67
Jeddah,"21.48093089610616, 39.21425706108328",2481,2246,235,90.6,99691.43,42491.35
Jeddah,"21.479833797026718, 39.21732324195",3652,2777,875,76.0,83404.94,72524.26
Jeddah,"21.479432890917366, 39.21825332274424",896,753,143,84.1,52906.03,68343.06
Jeddah,"21.48013769785755, 39.2222046530734",1212,933,279,77.0,96139.62,62329.85
Jeddah,"21.479718572402742, 39.2255140725323",1354,1254,100,92.7,49275.75,91867.9
Jeddah,"21.47907414735326, 39.23131337446819",941,611,330,65.0,64557.96,47260.23
Jeddah,"21.479351020620683, 39.23364506789438",1094,808,286,73.9,118641.62,46249.42
Jeddah,"21.48026456844367, 39.2366080182827",1073,763,310,71.1,61263.35,59470.54
Jeddah,"21.47937495848221, 39.240730207704374",2776,1788,988,64.4,70576.05,87831.28
Jeddah,"21.47819363704461, 39.241731632301",2372,2093,279,88.2,119050.5,65866.1
Jeddah,"21.481135559047363, 39.246504993717366",3476,2140,1336,61.6,52353.97,73424.81
Jeddah,"21.478496948716923, 39.251430606399715",2400,2022,378,84.3,44137.45,79702.04
Jeddah,"21.48309847712884, 39.14800270372605",3679,2659,1020,72.3,91365.5,42934.83
Jeddah,"21.48516546041055, 39.15214260615892",1064,726,338,68.3,37508.5,73668.29
Jeddah,"21.48408770086098, 39.1551943190162",2730,1854,876,67.9,108536.69,40831.02
Jeddah,"21.483933322130696, 39.15863590985162",3957,3304,653,83.5,104320.67,79854.92
Jeddah,"21.48506423558424, 39.16242941116572",2372,1787,585,75.4,69505.32,52608.01
Jeddah,"21.48395168519101, 39.16566822378086",3486,2096,1390,60.1,54916.5,74444.74
Jeddah,"21.48282070840392, 39.17161520107535",1937,1268,669,65.5,117588.96,37974.35
Jeddah,"21.48199543364997, 39.17291869960106",2487,2343,144,94.2,58590.98,53445.8
Jeddah,"21.48255537031271, 39.17746443215276",3672,2417,1255,65.8,117136.98,82178.99
Jeddah,"21.482269908699273, 39.18062194091353",1100,839,261,76.3,91570.0,55598.51
Jeddah,"21.48414812549239, 39.1813376785481",1077,736,341,68.4,117196.37,32241.56
Jeddah,"21.48324056016638, 39.185197465834825",2163,1640,523,75.9,50877.23,45650.46
Jeddah,"21.48223809677917, 39.190719930900485",3977,3508,469,88.2,107866.9,83004.56
Jeddah,"21.48137048112377, 39.194115721762486",3476,2767,709,79.6,60212.06,53257.39
Jeddah,"21.48460176944099, 39.19861928630452",2324,1502,822,64.7,44368.15,38339.98
Jeddah,"21.483022589068433, 39.19852870060437",2604,1572,1032,60.4,97481.22,76591.59
Jeddah,"21.481616646554937, 39.20286561303604",2838,1711,1127,60.3,116941.68,40950.77
Jeddah,"21.48425638686039, 39.20507637534846",2329,1426,903,61.3,68870.6,64489.84
Jeddah,"21.482586739243096, 39.21152395597992",1893,1327,566,70.1,45770.13,43366.62
Jeddah,"21.48188185051231, 39.214427175267936",3559,2866,693,80.5,106176.54,97712.1
Jeddah,"21.484345964537297, 39.215199251591415",3037,2448,589,80.6,90743.03,95294.43
Jeddah,"21.48530509395432, 39.21857141226734",2102,1674,428,79.6,85719.64,91197.92
Jeddah,"21.48345536643952, 39.22136723230115",1809,1283,526,71.0,37121.23,56801.3
Jeddah,"21.483933414185966, 39.226427064349785",1566,1123,443,71.7,64396.27,55634.31
Jeddah,"21.48422306143879, 39.23051232015336",2776,2443,333,88.0,115875.46,91078.9
Jeddah,"21.481938829856713, 39.23298017291077",2629,2216,413,84.3,65874.69,90619.94
Jeddah,"21.484079598012837, 39.23810651676507",1622,1242,380,76.6,79283.45,71157.31
Jeddah,"21.481680085467197, 39.23840186044991",1692,1054,638,62.3,118236.89,61803.97
Jeddah,"21.484343115919526, 39.24369162900438",1610,1116,494,69.3,108805.66,86506.43
Jeddah,"21.482869460970708, 39.24851966150888",2169,1703,466,78.5,36690.99,34629.61
Jeddah,"21.482591348006064, 39.248559320755234",2817,2107,710,74.8,48557.81,43815.18
Jeddah,"21.485774537294446, 39.14833699486399",1901,1417,484,74.6,42580.27,49406.22
Jeddah,"21.486880253193807, 39.153733364802235",2342,1468,874,62.7,47639.24,78993.88
Jeddah,"21.48709703906233, 39.15778254527672",2567,2232,335,87.0,56102.19,86868.55
Jeddah,"21.487428570966728, 39.161391568417756",1322,1185,137,89.6,102223.55,93206.33
Jeddah,"21.487300288147008, 39.16253993066764",3969,3006,963,75.7,98024.27,65704.06
Jeddah,"21.486737663177855, 39.166704756931125",809,515,294,63.8,79882.17,37569.83
Jeddah,"21.487658041230592, 39.16918216820497",3187,2715,472,85.2,41145.65,69085.9
Jeddah,"21.48488494319073, 39.17492498357476",1916,1178,738,61.5,106406.04,72076.35
Jeddah,"21.488485352712058, 39.176646217546434",3496,2404,1092,68.8,73032.17,85364.91
Jeddah,"21.485117641317082, 39.17999833016509",2037,1617,420,79.4,99966.27,90517.26
Jeddah,"21.48704238573922, 39.18344647933707",3779,3350,429,88.7,109944.95,86664.81
Jeddah,"21.488577454458042, 39.18861419679804",2445,1907,538,78.0,76440.35,94816.69
Jeddah,"21.488402364273366, 39.18852793152293",1822,1098,724,60.3,36207.43,89617.41
Jeddah,"21.488109922682415, 39.19360685488843",2125,1658,467,78.0,103546.42,72561.77
Jeddah,"21.48612831651806, 39.19739843486268",848,606,242,71.5,90622.68,99247.64
Jeddah,"21.48771757041825, 39.20181781193577",971,768,203,79.1,57760.51,43481.31
Jeddah,"21.487748134863565, 39.20140009094042",1957,1662,295,84.9,37138.79,99577.84
Jeddah,"21.48493679694376, 39.20571540777531",3064,2737,327,89.4,44546.0,80519.88
Jeddah,"21.48482597411442, 39.208241875438354",997,716,281,71.9,118378.91,79714.26
Jeddah,"21.48782382666264, 39.21335977575043",2197,2054,143,93.5,79048.12,87652.13
Jeddah,"21.48718094945091, 39.216670862528694",2569,2270,299,88.4,85261.26,32662.55
Jeddah,"21.48632839464417, 39.22080724255449",1555,1456,99,93.7,101120.94,99975.5
Jeddah,"21.484996377914367, 39.22347959259761",1198,891,307,74.4,70261.5,51242.25
Jeddah,"21.487130854889337, 39.225776537609605",890,811,79,91.1,116668.17,35256.04
Jeddah,"21.485906294209133, 39.23004521879318",1990,1824,166,91.7,116837.29,88062.2
Jeddah,"21.485479456642498, 39.234565573657214",3977,2745,1232,69.0,77986.21,40432.27
Jeddah,"21.486812227358225, 39.23622959267854",3607,3078,529,85.3,64470.89,66657.98
Jeddah,"21.487203843656083, 39.24133810587674",1578,1165,413,73.9,48488.87,61992.6
Jeddah,"21.487390889405503, 39.241597793667815",1895,1549,346,81.8,105004.68,84839.49
Jeddah,"21.48746137019309, 39.247586500176396",1879,1511,368,80.5,93670.6,52472.22
Jeddah,"21.48805253912723, 39.24823162377609",1106,991,115,89.7,68047.39,90338.57
Jeddah,"21.488344851193563, 39.14973793435442",1408,845,563,60.0,54047.81,80679.56
Jeddah,"21.489813487369187, 39.15376866295104",1863,1603,260,86.1,66402.76,97803.28
Jeddah,"21.48923716025549, 39.157633440702895",2249,1739,510,77.3,111628.06,38398.83
Jeddah,"21.490962632720937, 39.15847777202763",2518,1855,663,73.7,76732.34,90243.47
Jeddah,"21.49083160242847, 39.16413933177823",2898,2379,519,82.1,52941.95,49978.67
Jeddah,"21.48865533052374, 39.168478731473684",3153,2579,574,81.8,107196.0,51224.44
Jeddah,"21.490092021450913, 39.17113194840618",2853,2280,573,79.9,99073.14,50349.12
Jeddah,"21.49088306207237, 39.1720011851501",1211,895,316,73.9,64895.32,66985.42
Jeddah,"21.488507722429922, 39.17779116258641",1390,1259,131,90.6,95047.61,69447.73
Jeddah,"21.489075057945634, 39.18154565903896",2122,1414,708,66.7,110453.44,83820.43
Jeddah,"21.49108572116196, 39.18145075833802",1726,1049,677,60.8,119674.91,99525.23
Jeddah,"21.491228431386627, 39.18575458904675",3779,3562,217,94.3,81969.64,64243.82
Jeddah,"21.48825548795649, 39.1908492929928",1843,1166,677,63.3,50839.69,36911.61
Jeddah,"21.490306606698855, 39.19164161345848",1691,1410,281,83.4,83323.39,87032.03
Jeddah,"21.489820791110716, 39.19610716224875",3991,2901,1090,72.7,56360.11,68086.16
Jeddah,"21.489998440023044, 39.200267544512954",1285,997,288,77.6,36132.3,52603.84
Jeddah,"21.489470751111426, 39.20235379765749",2864,1918,946,67.0,55859.01,91915.86
Jeddah,"21.488411619660084, 39.20696231588743",948,740,208,78.1,66364.41,74344.25
