city,geo_location,total_housing_units,avg_rooms,avg_bathrooms,avg_square_footage,avg_year_built,ownership_rate,occupancy_rate
Jeddah,"21.455709763106306, 39.20507236633452",714,3.3,2.0,2451,1991,63.8,90.2
Jeddah,"21.456983238370817, 39.206336978960884",1251,4.5,2.1,2127,1974,69.9,85.9
Jeddah,"21.455276312307404, 39.20931946114391",637,4.7,2.5,1277,2001,68.5,88.5
Jeddah,"21.456186025765632, 39.21466678419448",567,4.3,2.6,877,1991,76.1,89.3
Jeddah,"21.456663872596145, 39.21728509853115",1437,5.7,2.3,1763,1981,65.6,89.9
Jeddah,"21.45740605311605, 39.21902930703054",925,3.2,2.9,2114,2002,71.0,92.1
Jeddah,"21.457953034425437, 39.225199366402336",625,5.5,1.9,2094,1995,76.9,87.3
Jeddah,"21.457233444484263, 39.22662904899699",1314,4.2,2.2,1376,1988,49.1,91.8
Jeddah,"21.455339601250472, 39.23117990205741",1137,4.7,1.6,2448,2010,48.5,92.7
Jeddah,"21.45534372951011, 39.234214587456385",566,5.0,2.7,2475,2010,48.0,96.5
Jeddah,"21.456619931951682, 39.23833426422544",1300,3.6,2.7,2438,1996,73.6,91.8
Jeddah,"21.456835214088073, 39.24056723785273",912,3.9,2.3,2435,2001,45.8,91.8
Jeddah,"21.45490159487299, 39.24146862836199",587,5.4,1.9,1837,1974,78.2,86.2
Jeddah,"21.458053456199398, 39.24844741911147",1275,6.0,2.3,2189,1980,51.0,91.9
Jeddah,"21.45733952884024, 39.251057355374286",634,4.7,2.1,2170,1971,78.5,86.9
Jeddah,"21.459649568889663, 39.1513701788673",1345,4.3,1.6,1777,1985,79.6,90.5
Jeddah,"21.45892573356831, 39.15416201158814",1063,3.5,3.0,1868,2001,74.9,89.6
Jeddah,"21.458036565846765, 39.15668959834544",614,3.8,1.8,1505,1976,64.4,87.0
Jeddah,"21.459492802770747, 39.1604713409435",377,4.3,2.9,1243,2007,75.3,97.1
Jeddah,"21.460667018918215, 39.16379941077767",1161,5.3,1.6,1122,2009,57.6,85.9
Jeddah,"21.459932816614486, 39.166618084202675",404,4.7,2.9,2416,1985,68.6,89.7
Jeddah,"21.45802644942797, 39.17020657424365",1023,3.7,2.3,1698,1999,79.3,95.1
Jeddah,"21.458047403872513, 39.1734510039207",1227,4.7,2.5,1580,2009,59.0,95.0
Jeddah,"21.459098962948794, 39.17857658405959",1439,4.1,2.9,1892,1995,67.5,94.3
Jeddah,"21.45806857039041, 39.181252628883655",1267,5.5,2.3,1652,1990,53.2,95.4
Jeddah,"21.46069613180848, 39.18455800412912",481,4.1,2.4,1003,1995,57.2,88.1
Jeddah,"21.461639093463997, 39.185094732381444",720,4.4,1.9,1656,1989,63.0,91.2
Jeddah,"21.458385255561005, 39.188595589942956",1005,5.6,3.0,2292,2000,40.4,85.6
Jeddah,"21.45876772822797, 39.19343915727494",338,3.8,2.2,2134,2002,70.2,85.6
Jeddah,"21.461260857562856, 39.19573596561337",972,5.7,2.3,2166,1972,42.2,96.7
Jeddah,"21.45958758568999, 39.19949220633386",308,5.7,2.9,2490,2005,77.0,88.9
Jeddah,"21.459624109639496, 39.20359334206312",720,4.8,1.6,2143,1988,51.7,87.8
Jeddah,"21.46196093212656, 39.205570095677174",1336,3.6,3.0,1520,2006,44.4,96.3
Jeddah,"21.46073616650188, 39.211391468408124",863,4.4,3.0,2452,1986,40.7,89.8
Jeddah,"21.460614942878237, 39.21476620996942",1133,5.7,2.6,2469,2010,45.2,90.0
Jeddah,"21.46103834340071, 39.215040668688374",632,5.7,2.1,889,1974,79.9,88.8
Jeddah,"21.45951705608896, 39.220210805758114",508,3.8,2.3,1649,1979,45.9,92.7
Jeddah,"21.458224459756515, 39.221371134023954",1106,6.0,3.0,986,1992,48.1,92.6
Jeddah,"21.458685534300884, 39.226666100239115",1366,4.6,1.8,1803,1978,54.0,91.6
Jeddah,"21.45973563860789, 39.231137505243154",1177,3.7,2.9,2047,1988,76.7,96.2
Jeddah,"21.460263426511805, 39.23476517458679",1384,5.7,1.9,1965,2006,64.3,91.5
Jeddah,"21.458381447341885, 39.23677930340923",531,5.2,1.8,1005,1990,47.9,86.7
Jeddah,"21.45817020703047, 39.23884566822354",1362,3.5,2.6,1852,1998,73.7,89.2
Jeddah,"21.461472467562327, 39.24488355056147",489,5.3,2.8,1603,1985,52.8,95.5
Jeddah,"21.45990200115058, 39.24485291454964",355,5.4,2.0,1305,1983,47.7,88.8
Jeddah,"21.458297392239704, 39.251702339240325",530,5.8,2.1,2218,1972,59.1,95.4
Jeddah,"21.46493057993679, 39.15025403945619",623,5.2,1.9,1844,1975,67.0,85.2
Jeddah,"21.461464940453943, 39.15504839877835",1262,5.6,2.2,1737,1991,56.8,94.8
Jeddah,"21.462591272106238, 39.15851254342617",717,5.1,2.9,801,2003,78.1,94.8
Jeddah,"21.46368147774967, 39.16100901787939",922,4.0,2.4,1037,2004,49.2,87.8
Jeddah,"21.464184178933127, 39.16292651741492",725,3.5,2.1,2346,1993,53.8,90.9
Jeddah,"21.461641083299096, 39.16531646766952",823,3.9,2.4,1610,2008,46.5,87.1
Jeddah,"21.462295222110548, 39.17133860224037",944,5.8,1.9,2309,2006,56.7,87.1
Jeddah,"21.4628899597628, 39.174919436401346",395,3.2,1.6,1044,1984,72.3,89.9
Jeddah,"21.46266025269182, 39.177689103724745",938,5.2,1.6,1823,2006,60.3,92.5
Jeddah,"21.461893135710273, 39.181953911831656",783,4.5,2.7,1836,1971,57.4,88.4
Jeddah,"21.46422998761371, 39.183336504739884",456,3.6,2.8,1258,1993,73.3,92.2
Jeddah,"21.465230626643073, 39.18488145239446",566,4.3,1.8,1633,1994,50.5,85.9
Jeddah,"21.463081686344704, 39.19135469863045",977,5.2,2.4,1820,1980,61.8,85.3
Jeddah,"21.46269570431923, 39.194409355946796",914,5.3,2.4,2477,1983,71.9,97.9
Jeddah,"21.46515276692099, 39.1962534788639",971,5.4,2.0,1264,1971,70.5,88.2
Jeddah,"21.464427552997858, 39.198118502635786",976,4.3,2.7,1074,2009,75.6,86.0
Jeddah,"21.462426641447845, 39.20530367684714",1041,3.1,3.0,1819,1989,44.2,97.2
Jeddah,"21.463295747157773, 39.20608991145749",1044,3.7,1.7,2307,1988,79.8,88.4
Jeddah,"21.465097904713215, 39.20972739178496",1442,4.8,2.3,1605,1988,66.3,86.0
Jeddah,"21.464052112765685, 39.21397602096339",540,4.1,2.8,1348,2009,42.6,88.9
Jeddah,"21.46167610980388, 39.21714113022771",799,5.1,2.4,1022,1991,55.4,95.3
Jeddah,"21.46452555402854, 39.22085243413071",1245,5.9,1.6,1574,2004,74.0,92.2
Jeddah,"21.461661485372023, 39.2219502171888",1150,4.7,1.7,1739,2006,79.7,91.4
Jeddah,"21.464180041952446, 39.22720227019452",1022,4.5,1.6,1946,1992,58.4,87.4
Jeddah,"21.464291954489237, 39.22926671291472",696,3.2,2.2,1979,1984,58.9,92.1
Jeddah,"21.461759537004177, 39.23135411422282",492,4.1,2.8,1229,2000,47.9,85.1
Jeddah,"21.462566403153875, 39.23610633665605",718,5.8,1.7,1493,1986,40.9,93.5
Jeddah,"21.462412399106288, 39.238530028017976",1299,3.5,3.0,1209,2001,63.7,89.0
Jeddah,"21.462082900467443, 39.24312870804142",468,5.2,1.5,2257,1998,67.9,87.3
Jeddah,"21.463552293335766, 39.246298843367",1125,3.6,2.6,1968,1977,52.5,92.8
Jeddah,"21.461438380949385, 39.24941565714938",614,5.5,2.6,893,1973,44.3,96.6
Jeddah,"21.465038923708505, 39.15039217519118",647,5.2,2.0,2131,1973,71.3,91.0
Jeddah,"21.465964387988954, 39.152874285002916",1491,5.9,2.5,1386,1991,57.0,97.7
Jeddah,"21.46583405607185, 39.15621786490418",1387,3.3,1.8,1353,1979,73.7,86.8
Jeddah,"21.46500546473438, 39.161604544179426",399,3.1,2.5,1717,1974,47.4,96.7
Jeddah,"21.468287496963917, 39.16524602558939",333,4.4,2.3,2395,2007,66.3,97.1
Jeddah,"21.466954508389662, 39.16534499836023",456,4.9,1.7,1032,1995,69.9,94.9
Jeddah,"21.46618959476062, 39.16855536023584",1150,4.1,1.7,2201,1972,41.3,95.4
Jeddah,"21.465871191728166, 39.173305829102176",858,4.0,2.9,880,1984,42.0,92.7
Jeddah,"21.464919735267774, 39.17640537174371",1480,3.2,2.4,2030,1975,60.2,91.6
Jeddah,"21.466351076025756, 39.17993692525574",1060,4.9,1.6,1979,2003,74.1,96.4
Jeddah,"21.464974352112247, 39.18234013228449",347,5.0,2.0,1081,1976,74.2,85.8
Jeddah,"21.465653026940053, 39.187166801417746",455,3.3,1.7,1656,2001,77.3,85.8
Jeddah,"21.46704189225882, 39.18878219289952",1367,3.5,2.2,871,1993,63.6,88.2
Jeddah,"21.46509455613699, 39.19255196531634",316,4.3,2.4,1283,2008,59.7,96.6
Jeddah,"21.468461960516244, 39.19599553552791",520,4.8,1.5,1429,1982,50.2,94.2
Jeddah,"21.467147435418163, 39.20121630584783",1327,5.4,1.7,1641,2000,42.6,92.4
Jeddah,"21.46598483353178, 39.20267227822832",1437,3.7,3.0,1717,1980,77.2,85.9
Jeddah,"21.46792856854668, 39.20810470053507",626,4.4,2.8,2433,2000,52.0,96.3
Jeddah,"21.468563568172684, 39.208544497886315",414,4.1,2.6,1961,2008,66.4,89.0
Jeddah,"21.465949327288165, 39.21512244902139",991,3.0,2.7,2183,2004,75.7,92.2
Jeddah,"21.465470072621475, 39.21592339979145",1029,5.2,1.8,1899,2007,50.8,85.5
Jeddah,"21.468524965159045, 39.22187490088699",1055,4.6,2.0,1739,1974,54.8,90.9
Jeddah,"21.465832459272985, 39.224113164404024",473,4.4,1.5,2234,1984,57.0,96.7
Jeddah,"21.466630695918234, 39.22697018379316",569,6.0,2.2,899,2002,55.6,97.3
Jeddah,"21.465636363853786, 39.2295042212093",883,3.5,2.6,1225,1989,76.8,94.5
Jeddah,"21.467932644728396, 39.232905073852294",779,4.7,2.3,2261,1973,64.9,97.5
Jeddah,"21.465122217961113, 39.23692206870118",1398,3.1,2.6,2383,1996,62.5,96.6
Jeddah,"21.467035574803667, 39.240182516341804",1178,4.8,1.6,1685,1980,68.6,89.3
Jeddah,"21.467393517199184, 39.24353372996132",424,5.2,1.9,1692,1980,77.1,88.1
Jeddah,"21.46847868511261, 39.246513155558006",836,3.8,2.6,1086,1986,56.6,87.8
Jeddah,"21.46750013487169, 39.249753819817236",1004,3.3,2.9,1688,1999,49.1,96.4
Jeddah,"21.46916532483194, 39.1507713411173",777,3.6,2.9,2285,1996,78.0,89.1
Jeddah,"21.471275862272016, 39.154515960677315",990,5.7,2.4,2235,1995,58.5,91.1
Jeddah,"21.46963656636098, 39.15666387952782",1229,3.3,2.1,1850,2009,65.9,86.5
Jeddah,"21.470533344158614, 39.15896808467068",1103,3.1,1.6,977,1980,78.7,96.9
Jeddah,"21.47063465187413, 39.164194278898535",1308,4.5,1.6,2404,1989,64.2,91.0
Jeddah,"21.47115630705288, 39.16496252720899",1374,4.9,2.4,1772,1980,63.0,97.0
Jeddah,"21.471962802457746, 39.16991693879909",1223,5.9,1.7,1343,1982,72.6,85.7
Jeddah,"21.469603220389317, 39.17335978390545",310,5.6,2.9,1877,1971,79.9,88.5
Jeddah,"21.47168156873791, 39.177433502130256",1086,5.0,1.5,2302,2005,56.7,92.4
Jeddah,"21.47017458081355, 39.18116288366819",673,5.4,2.6,2048,2004,60.8,94.8
Jeddah,"21.469438117972064, 39.18491533939477",1232,3.6,2.5,1248,1988,40.4,96.5
Jeddah,"21.470147623944097, 39.18721938813471",1490,3.1,3.0,2198,1986,67.2,97.3
Jeddah,"21.468339927736203, 39.19107581619168",1315,4.3,1.7,2407,1993,57.6,88.0
Jeddah,"21.470630406578323, 39.19275336861113",1463,5.5,2.0,1181,2004,70.4,86.5
Jeddah,"21.47058799939193, 39.19484385344078",628,4.0,2.8,1696,1987,57.9,88.4
Jeddah,"21.471934432823808, 39.20070988758346",1063,5.2,2.0,1090,1973,71.2,97.6
Jeddah,"21.4695984709849, 39.20434406444425",901,5.1,2.8,1004,1984,55.1,85.7
Jeddah,"21.471862867110854, 39.20638848884222",1269,3.3,2.9,2003,1971,59.4,92.2
Jeddah,"21.468042191091136, 39.20903495348161",753,5.7,1.7,1714,2003,43.3,85.4
Jeddah,"21.4700427049621, 39.21340852440073",520,5.7,2.7,1488,2004,41.9,93.6
Jeddah,"21.470322073182096, 39.21696760825975",1171,5.1,2.4,2011,1990,67.2,86.4
Jeddah,"21.46978311420602, 39.21956453667471",1335,4.3,2.4,2481,1976,40.6,85.4
Jeddah,"21.47108936892985, 39.2236876931595",1254,3.7,2.0,2140,1988,68.7,94.2
Jeddah,"21.470001863126477, 39.22604653621706",834,4.8,1.7,2311,1978,65.3,86.4
Jeddah,"21.4680982506121, 39.22841819743202",316,5.6,3.0,1748,2002,60.5,86.0
Jeddah,"21.469663901714103, 39.235180244796055",767,4.0,2.2,2341,1972,67.5,94.0
Jeddah,"21.468464277351835, 39.23842937129925",1139,4.3,1.7,2474,1984,79.1,86.1
Jeddah,"21.468566700707324, 39.23924756137559",1344,5.7,2.7,2166,2003,79.1,90.5
Jeddah,"21.469821330540903, 39.24216080263817",1222,3.2,2.9,1380,1972,58.0,92.0
Jeddah,"21.469931703995115, 39.24657131679151",1474,3.6,1.7,1939,2008,46.4,95.9
Jeddah,"21.46975266375309, 39.2507870530621",1158,3.8,1.6,1730,1978,77.2,88.6
Jeddah,"21.472608971230205, 39.14920105633273",724,3.8,1.8,1680,1983,79.1,89.1
Jeddah,"21.47457407708101, 39.151793674400125",473,3.2,2.2,984,1983,57.5,94.5
Jeddah,"21.47473005336552, 39.157258546335775",805,3.9,2.4,2233,2003,60.3,92.0
Jeddah,"21.474041890664896, 39.1586574163714",1364,3.6,1.6,1595,1999,62.1,93.9
Jeddah,"21.475268935215684, 39.162308985119545",973,5.7,1.9,806,1975,78.6,95.6
Jeddah,"21.47203114626463, 39.165307209511525",1498,3.5,2.4,1902,1975,62.9,90.8
Jeddah,"21.473572729143292, 39.17183385048694",484,5.9,2.7,1172,2003,59.8,93.4
Jeddah,"21.472260755522978, 39.172953523078455",1081,3.1,1.8,838,1995,76.9,86.7
Jeddah,"21.47207114043394, 39.1772285821733",1044,3.6,2.9,2354,2000,44.2,97.3
Jeddah,"21.47306187114305, 39.17811676909737",1099,4.0,1.8,1575,1998,56.1,88.4
Jeddah,"21.47378976108282, 39.18212263107646",1166,5.5,2.8,1407,1987,61.7,85.4
Jeddah,"21.473702145966776, 39.18622200978809",676,4.9,2.7,1785,1996,48.6,90.8
Jeddah,"21.47415227579717, 39.18882313791747",1494,5.8,1.8,1309,1987,79.0,87.1
Jeddah,"21.474342635314773, 39.19456825248786",461,5.1,1.9,1739,2004,57.3,96.6
Jeddah,"21.47158358833921, 39.195073674861575",453,4.0,2.2,2274,2000,66.8,86.6
Jeddah,"21.474821250653374, 39.19874783934253",807,5.9,3.0,1982,1995,49.9,97.8
Jeddah,"21.47263727297973, 39.203163535022156",1376,5.8,2.7,2281,2005,46.8,95.4
Jeddah,"21.47238274691514, 39.20811721285649",627,4.7,2.1,2032,1977,40.7,95.5
Jeddah,"21.473444193411844, 39.210556434342664",472,5.3,2.5,1166,1985,72.5,94.3
Jeddah,"21.473721216650464, 39.21377856701789",686,4.2,2.3,2258,1981,64.3,92.9
Jeddah,"21.473681352191594, 39.21605836521641",1312,4.7,2.1,1618,1982,47.5,97.4
Jeddah,"21.47471540454401, 39.220469450717346",979,4.4,2.9,1773,1983,74.4,88.5
Jeddah,"21.474588286350375, 39.22415728677712",1191,4.6,2.2,2485,1997,41.7,85.9
Jeddah,"21.472523112672132, 39.22712460472952",656,5.7,1.6,1650,1989,55.4,92.6
Jeddah,"21.471672341207825, 39.2285357910786",887,3.8,1.8,2407,1978,55.1,97.2
Jeddah,"21.47180477994398, 39.23255485334348",655,3.8,1.6,819,1977,67.3,97.4
Jeddah,"21.472065511406658, 39.23744041283353",959,5.8,2.6,1261,2009,78.0,87.1
Jeddah,"21.47337663281128, 39.23967295642485",374,4.3,3.0,950,1992,61.5,89.9
Jeddah,"21.47188480252747, 39.24286817318468",1448,3.5,1.7,1852,1994,65.5,90.1
Jeddah,"21.472076348130503, 39.2472086732349",1286,5.9,1.8,2398,1993,61.5,92.5
Jeddah,"21.47410706503945, 39.25058104038032",1428,4.4,3.0,1832,1972,60.1,88.9
Jeddah,"21.478666264876917, 39.15021965030333",539,4.8,2.5,2016,1991,51.0,95.7
Jeddah,"21.476625234771436, 39.15189451947372",536,3.2,2.3,807,1979,50.8,90.9
Jeddah,"21.47592498672531, 39.15647067054965",336,4.3,2.6,1823,1992,50.6,88.1
Jeddah,"21.47488111171719, 39.159436156688685",449,3.1,2.5,1217,2004,77.2,90.7
Jeddah,"21.47470500042492, 39.161879472191984",444,4.7,1.6,1017,1986,56.0,89.0
Jeddah,"21.47792753042928, 39.16852198302433",1003,3.8,1.9,1662,1983,79.5,85.3
Jeddah,"21.47668841874559, 39.16997987939147",529,4.4,3.0,2195,1972,79.3,85.9
Jeddah,"21.477405453348908, 39.172995855074426",1049,4.1,1.9,1931,1983,61.9,88.8
Jeddah,"21.47802623387507, 39.17662146471442",609,5.9,2.9,841,2004,69.3,88.1
Jeddah,"21.47499734916981, 39.178123442822574",1366,4.5,2.9,1925,1980,63.4,92.7
Jeddah,"21.47771089314085, 39.18250169297156",615,5.5,2.3,1010,2006,66.2,97.5
Jeddah,"21.47576607833976, 39.18681710113949",869,5.7,2.7,894,1990,48.9,86.9
Jeddah,"21.475339502576414, 39.189829285549095",636,4.6,2.6,1229,1977,48.9,91.3
Jeddah,"21.477636739674384, 39.19439701155311",384,5.9,2.4,1162,1985,78.6,92.7
Jeddah,"21.47686557140482, 39.195119510647835",860,5.7,1.9,1618,2004,46.3,90.5
Jeddah,"21.475123493272104, 39.20110045211146",1280,3.4,2.8,1891,1979,69.9,87.1
Jeddah,"21.477959797898656, 39.202800780421754",1075,3.1,2.8,1967,1979,45.4,93.6
Jeddah,"21.47795711037785, 39.20483310875574",976,4.1,2.2,2312,2010,54.2,87.8
Jeddah,"21.477542587631188, 39.21018541309889",857,5.0,1.6,1576,1971,72.5,91.6
Jeddah,"21.478625769578173, 39.21174299908884",471,5.2,2.3,942,2000,68.4,97.2
Jeddah,"21.477986949532838, 39.217672048645646",891,5.2,2.8,1042,1974,74.0,92.8
Jeddah,"21.475857502407077, 39.22199725067711",763,4.1,2.4,1430,1975,67.8,88.0
Jeddah,"21.47646559603799, 39.222727641240624",363,5.3,1.8,1633,1980,61.9,95.6
Jeddah,"21.477933581007132, 39.2264229462802",660,4.8,2.1,1546,1985,43.3,97.2
Jeddah,"21.478642497403943, 39.23110252659952",1003,3.8,2.6,1330,1981,52.2,95.2
Jeddah,"21.475614450888134, 39.234576144200695",1248,5.8,2.2,1528,1978,71.7,87.7
Jeddah,"21.477018362254572, 39.236069190031124",819,4.6,1.8,1945,1985,67.6,93.3
Jeddah,"21.477509682504643, 39.24053108252371",748,4.5,2.0,1194,1994,79.1,86.0
Jeddah,"21.47533059313743, 39.241890273197036",1097,4.0,1.7,2262,1987,53.9,90.0
Jeddah,"21.475493145291413, 39.245494437549674",1074,4.3,2.0,1553,1984,44.3,96.3
Jeddah,"21.474904098001225, 39.24940326191581",491,4.1,2.5,1909,1979,49.2,96.7
Jeddah,"21.47912434007516, 39.15015507418419",775,4.1,1.8,1875,2002,53.5,86.6
Jeddah,"21.47929461446342, 39.15414954838035",986,5.3,2.0,2093,1972,69.2,94.5
Jeddah,"21.47915733297386, 39.15573603893178",470,3.2,1.8,1127,1996,40.9,93.6
Jeddah,"21.481432067379785, 39.161941953209045",562,3.4,1.6,2402,1979,72.8,98.0
Jeddah,"21.480717197263694, 39.16171423398859",558,4.9,2.7,867,2002,61.6,93.2
Jeddah,"21.481851087979976, 39.167809430859826",1439,5.1,2.5,1516,1970,59.2,93.1
Jeddah,"21.48167507484732, 39.17196994490258",1146,5.4,2.3,1718,2002,76.9,94.7
Jeddah,"21.481468190361735, 39.171840886007786",1343,5.6,2.0,1530,2008,63.0,93.1
Jeddah,"21.481464315179966, 39.175665375634416",979,4.7,2.9,947,1971,64.7,91.8
Jeddah,"21.480845579395357, 39.181313927210795",1491,4.9,2.3,1123,1971,62.7,86.9
Jeddah,"21.48104589434992, 39.18403827154813",1207,4.1,1.7,2022,1994,73.9,94.7
Jeddah,"21.47995783490366, 39.18697636878388",691,5.6,2.5,894,2007,73.8,94.4
Jeddah,"21.47907486860835, 39.189656900357456",326,5.5,2.8,2127,1978,49.5,94.0
Jeddah,"21.479807966890203, 39.19386784438674",1102,5.7,2.9,920,1974,62.3,89.9
Jeddah,"21.481520500325228, 39.19503904580284",527,5.9,2.0,2491,1985,73.2,95.1
Jeddah,"21.48006245388835, 39.19911290275141",816,5.8,2.7,1829,1976,64.9,95.1
Jeddah,"21.481745344456353, 39.20280961802963",1267,4.7,2.1,832,1991,40.1,90.9
Jeddah,"21.481801016315462, 39.205975823787306",707,3.6,2.1,2063,2003,60.2,96.2
Jeddah,"21.47800989234057, 39.21109654116175",926,5.6,2.5,2352,1973,67.8,88.5
Jeddah,"21.48093089610616, 39.21425706108328",1241,3.7,2.8,2205,2009,48.5,91.7
Jeddah,"21.479833797026718, 39.21732324195",753,3.3,1.7,1996,1982,75.1,88.5
Jeddah,"21.479432890917366, 39.21825332274424",1329,5.6,2.7,1205,1987,57.3,94.9
Jeddah,"21.48013769785755, 39.2222046530734",342,5.0,2.4,1636,2000,73.6,93.1
Jeddah,"21.479718572402742, 39.2255140725323",723,5.1,1.8,1015,2000,65.6,85.5
Jeddah,"21.47907414735326, 39.23131337446819",1041,5.3,1.5,1505,1972,69.8,91.4
Jeddah,"21.479351020620683, 39.23364506789438",1354,3.9,2.2,844,2008,65.6,94.1
Jeddah,"21.48026456844367, 39.2366080182827",1491,4.3,2.8,1578,1997,73.8,90.5
Jeddah,"21.47937495848221, 39.240730207704374",793,3.3,1.5,1826,1982,48.0,92.8
Jeddah,"21.47819363704461, 39.241731632301",870,3.4,2.9,1452,2000,49.5,91.1
Jeddah,"21.481135559047363, 39.246504993717366",829,5.7,2.2,1980,1996,53.8,91.3
Jeddah,"21.478496948716923, 39.251430606399715",1074,5.4,1.8,2193,2009,58.3,97.6
Jeddah,"21.48309847712884, 39.14800270372605",380,4.7,1.9,1325,2005,50.4,87.9
Jeddah,"21.48516546041055, 39.15214260615892",1314,5.8,2.7,2408,2009,69.9,96.4
Jeddah,"21.48408770086098, 39.1551943190162",738,6.0,1.5,2482,1986,57.5,91.7
Jeddah,"21.483933322130696, 39.15863590985162",1085,3.7,1.5,1624,1989,46.1,96.5
Jeddah,"21.48506423558424, 39.16242941116572",947,4.4,2.3,1702,1986,64.0,90.8
Jeddah,"21.48395168519101, 39.16566822378086",366,3.3,1.8,1673,1992,44.1,86.9
Jeddah,"21.48282070840392, 39.17161520107535",958,5.5,2.3,1015,2010,48.3,97.8
Jeddah,"21.48199543364997, 39.17291869960106",989,4.6,1.7,1265,2005,66.3,88.0
Jeddah,"21.48255537031271, 39.17746443215276",897,5.7,1.7,1510,1973,44.9,93.3
Jeddah,"21.482269908699273, 39.18062194091353",589,3.6,1.5,1448,1986,53.5,90.7
Jeddah,"21.48414812549239, 39.1813376785481",1162,3.0,2.6,984,1996,54.3,86.6
Jeddah,"21.48324056016638, 39.185197465834825",828,3.7,1.8,848,1982,79.8,92.0
Jeddah,"21.48223809677917, 39.190719930900485",1348,5.8,2.8,1987,1993,50.0,86.3
Jeddah,"21.48137048112377, 39.194115721762486",1143,3.8,2.1,1679,2001,46.0,95.8
Jeddah,"21.48460176944099, 39.19861928630452",1436,4.4,2.6,1387,1995,44.1,95.7
Jeddah,"21.483022589068433, 39.19852870060437",1168,5.0,3.0,1992,1975,51.2,97.4
Jeddah,"21.481616646554937, 39.20286561303604",1069,5.8,3.0,1354,1998,58.2,90.5
Jeddah,"21.48425638686039, 39.20507637534846",1176,4.7,2.9,1425,1997,65.5,85.5
Jeddah,"21.482586739243096, 39.21152395597992",1426,5.9,2.2,2400,1998,56.4,97.7
Jeddah,"21.48188185051231, 39.214427175267936",868,6.0,2.3,1364,1982,52.5,89.9
Jeddah,"21.484345964537297, 39.215199251591415",903,3.9,2.2,1749,1977,41.9,87.5
Jeddah,"21.48530509395432, 39.21857141226734",1091,4.5,2.0,2330,1976,69.2,93.8
Jeddah,"21.48345536643952, 39.22136723230115",458,3.7,1.7,1249,2005,41.8,88.7
Jeddah,"21.483933414185966, 39.226427064349785",1050,3.7,2.8,1069,1996,65.4,97.7
Jeddah,"21.48422306143879, 39.23051232015336",1273,3.4,2.7,1573,1992,75.5,95.5
Jeddah,"21.481938829856713, 39.23298017291077",397,3.4,2.6,1127,1981,48.0,97.0
Jeddah,"21.484079598012837, 39.23810651676507",1294,4.4,2.8,2028,1995,45.2,86.2
Jeddah,"21.481680085467197, 39.23840186044991",1038,5.6,1.8,1654,1982,74.2,93.0
Jeddah,"21.484343115919526, 39.24369162900438",1058,4.0,2.9,1530,1976,44.9,86.6
Jeddah,"21.482869460970708, 39.24851966150888",1086,3.6,2.4,1423,1981,61.7,90.6
Jeddah,"21.482591348006064, 39.248559320755234",1221,5.7,2.1,2000,1987,65.5,95.3
Jeddah,"21.485774537294446, 39.14833699486399",367,5.0,3.0,2012,1983,56.0,86.1
Jeddah,"21.486880253193807, 39.153733364802235",1121,4.0,2.8,2354,2004,59.3,88.5
Jeddah,"21.48709703906233, 39.15778254527672",432,5.4,1.7,1046,1992,57.5,95.4
Jeddah,"21.487428570966728, 39.161391568417756",1382,4.5,1.6,846,1993,53.6,96.9
Jeddah,"21.487300288147008, 39.16253993066764",414,4.2,2.4,2170,1995,55.9,93.7
Jeddah,"21.486737663177855, 39.166704756931125",1354,5.6,1.7,1130,1983,51.9,93.4
Jeddah,"21.487658041230592, 39.16918216820497",696,5.9,2.5,1531,2009,46.2,87.7
Jeddah,"21.48488494319073, 39.17492498357476",1145,3.2,2.5,866,1990,57.8,91.1
Jeddah,"21.488485352712058, 39.176646217546434",1110,4.3,2.3,1211,1987,64.4,90.7
Jeddah,"21.485117641317082, 39.17999833016509",333,4.3,2.4,1257,1985,57.3,85.6
Jeddah,"21.48704238573922, 39.18344647933707",986,4.8,1.9,910,1993,62.9,87.4
Jeddah,"21.488577454458042, 39.18861419679804",860,3.8,2.6,915,1996,43.4,93.0
Jeddah,"21.488402364273366, 39.18852793152293",682,5.4,2.2,1988,2005,56.7,87.2
Jeddah,"21.488109922682415, 39.19360685488843",964,4.0,2.0,2310,2005,44.3,96.9
Jeddah,"21.48612831651806, 39.19739843486268",1006,6.0,2.9,874,1995,64.5,90.6
Jeddah,"21.48771757041825, 39.20181781193577",351,3.7,1.8,822,1996,68.4,89.9
Jeddah,"21.487748134863565, 39.20140009094042",460,5.7,2.3,1010,2007,74.6,88.2
Jeddah,"21.48493679694376, 39.20571540777531",711,3.9,2.7,1093,1971,66.6,87.5
Jeddah,"21.48482597411442, 39.208241875438354",1091,3.8,1.9,1437,1990,56.2,92.6
Jeddah,"21.48782382666264, 39.21335977575043",859,4.2,1.6,1358,1976,60.2,92.2
Jeddah,"21.48718094945091, 39.216670862528694",971,5.9,2.4,1415,1989,66.1,85.2
Jeddah,"21.48632839464417, 39.22080724255449",1296,5.1,2.4,1771,1988,67.8,92.9
Jeddah,"21.484996377914367, 39.22347959259761",359,4.3,2.5,2488,2009,44.0,89.5
Jeddah,"21.487130854889337, 39.225776537609605",427,4.2,1.7,1848,1999,78.0,88.5
Jeddah,"21.485906294209133, 39.23004521879318",1426,4.8,2.6,914,1989,79.7,91.3
